,year,rank,name,sector,industry,revenues,revchange,profits,prftchange,assets,employees,hqcity,hqstate,newcomer,profitable,ceowoman,jobgrowth,permalink
0,2019,1.0,Walmart,Retailing,General Merchandisers,514405.0,2.8,6670.0,-32.4,219295.0,2200000,Bentonville,Arkansas,no,yes,no,no,https://fortune.com/global500/2019/walmart/
1,2019,2.0,Sinopec Group,Energy,Petroleum Refining,414649.9,26.8,5845.0,280.1,329186.3,619151,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/sinopec-group/
2,2019,3.0,Royal Dutch Shell,Energy,Petroleum Refining,396556.0,27.2,23352.0,79.9,399194.0,81000,The Hague,,no,yes,no,no,https://fortune.com/global500/2019/royal-dutch-shell/
3,2019,4.0,China National Petroleum,Energy,Petroleum Refining,392976.6,20.5,2270.5,,601899.9,1382401,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-national-petroleum/
4,2019,5.0,State Grid,Energy,Utilities,387056.0,10.9,8174.8,-14.3,572309.5,917717,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/state-grid/
5,2019,6.0,Saudi Aramco,Energy,"Mining, Crude-Oil Production",355905.0,35.3,110974.5,46.9,358872.9,76418,Dhahran,,yes,yes,no,yes,https://fortune.com/global500/2019/saudi-aramco/
6,2019,7.0,BP,Energy,Petroleum Refining,303738.0,24.2,9383.0,176.9,282176.0,73000,London,,no,yes,no,no,https://fortune.com/global500/2019/bp/
7,2019,8.0,Exxon Mobil,Energy,Petroleum Refining,290212.0,18.8,20840.0,5.7,346196.0,71000,Irving,Texas,no,yes,no,no,https://fortune.com/global500/2019/exxon-mobil/
8,2019,9.0,Volkswagen,Motor Vehicles & Parts,Motor Vehicles and Parts,278341.5,7.0,14322.5,9.3,523672.3,664496,Wolfsburg,,no,yes,no,yes,https://fortune.com/global500/2019/volkswagen/
9,2019,10.0,Toyota Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,272612.0,2.8,16982.0,-24.6,469295.6,370870,Toyota,,no,yes,no,yes,https://fortune.com/global500/2019/toyota-motor/
10,2019,11.0,Apple,Technology,"Computers, Office Equipment",265595.0,15.9,59531.0,23.1,365725.0,132000,Cupertino,California,no,yes,no,yes,https://fortune.com/global500/2019/apple/
11,2019,12.0,Berkshire Hathaway,Financials,Insurance: Property and Casualty (Stock),247837.0,2.4,4021.0,-91.1,707794.0,389000,Omaha,Nebraska,no,yes,no,yes,https://fortune.com/global500/2019/berkshire-hathaway/
12,2019,13.0,Amazon.com,Retailing,Internet Services and Retailing,232887.0,30.9,10073.0,232.1,162648.0,647500,Seattle,Washington,no,yes,no,yes,https://fortune.com/global500/2019/amazon-com/
13,2019,14.0,UnitedHealth Group,Health Care,Health Care: Insurance and Managed Care,226247.0,12.5,11986.0,13.5,152221.0,300000,Minnetonka,Minnesota,no,yes,no,yes,https://fortune.com/global500/2019/unitedhealth-group/
14,2019,15.0,Samsung Electronics,Technology,"Electronics, Electrical Equip.",221579.4,4.5,39895.2,9.1,304165.3,309630,Suwon,,no,yes,no,no,https://fortune.com/global500/2019/samsung-electronics/
15,2019,16.0,Glencore,Energy,"Mining, Crude-Oil Production",219754.0,6.9,3408.0,-41.0,128672.0,85504,Baar,,no,yes,no,yes,https://fortune.com/global500/2019/glencore/
16,2019,17.0,McKesson,Health Care,Wholesalers: Health Care,214319.0,2.9,34.0,-49.3,59672.0,70000,Irving,Texas,no,yes,no,yes,https://fortune.com/global500/2019/mckesson/
17,2019,18.0,Daimler,Motor Vehicles & Parts,Motor Vehicles and Parts,197515.3,6.6,8555.0,-27.9,321890.5,298683,Stuttgart,,no,yes,no,yes,https://fortune.com/global500/2019/daimler/
18,2019,19.0,CVS Health,Health Care,Health Care: Pharmacy and Other Services,194579.0,5.3,-594.0,-109.0,196456.0,295000,Woonsocket,Rhode Island,no,no,no,yes,https://fortune.com/global500/2019/cvs-health/
19,2019,20.0,Total,Energy,Petroleum Refining,184106.0,23.5,11446.0,32.6,256762.0,104460,Courbevoie,,no,yes,no,yes,https://fortune.com/global500/2019/total/
20,2019,21.0,China State Construction Engineering,Engineering & Construction,"Engineering, Construction",181524.5,16.3,3159.5,18.1,272768.8,302827,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/china-state-construction-engineering/
21,2019,22.0,Trafigura Group,Wholesalers,Trading,180744.1,32.5,849.2,0.2,53801.0,4316,Singapore,,no,yes,no,yes,https://fortune.com/global500/2019/trafigura-group/
22,2019,23.0,Hon Hai Precision Industry,Technology,"Electronics, Electrical Equip.",175617.0,13.5,4281.6,-6.1,110012.9,667680,New Taipei City,,no,yes,no,no,https://fortune.com/global500/2019/hon-hai-precision-industry/
23,2019,24.0,EXOR Group,Financials,Diversified Financials,175009.5,8.2,1589.7,1.3,190052.3,314790,Amsterdam,,no,yes,no,yes,https://fortune.com/global500/2019/exor-group/
24,2019,25.0,AT&#038;T,Telecommunications,Telecommunications,170756.0,6.4,19370.0,-34.2,531864.0,268220,Dallas,Texas,no,yes,no,yes,https://fortune.com/global500/2019/att/
25,2019,26.0,Industrial &#038; Commercial Bank of China,Financials,Banks: Commercial and Savings,168979.0,10.4,45002.3,6.3,4034481.6,449296,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/industrial-commercial-bank-of-china/
26,2019,27.0,AmerisourceBergen,Health Care,Wholesalers: Health Care,167939.6,9.7,1658.4,355.0,37669.8,20500,Chesterbrook,Pennsylvania,no,yes,no,yes,https://fortune.com/global500/2019/amerisourcebergen/
27,2019,28.0,Chevron,Energy,Petroleum Refining,166339.0,23.6,14824.0,61.2,253863.0,48600,San Ramon,California,no,yes,no,no,https://fortune.com/global500/2019/chevron/
28,2019,29.0,Ping An Insurance,Financials,"Insurance: Life, Health (stock)",163597.4,13.5,16237.2,23.2,1040383.4,376900,Shenzhen,,no,yes,no,yes,https://fortune.com/global500/2019/ping-an-insurance/
29,2019,30.0,Ford Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,160338.0,2.3,3677.0,-51.6,256540.0,199000,Dearborn,Michigan,no,yes,no,no,https://fortune.com/global500/2019/ford-motor/
30,2019,31.0,China Construction Bank,Financials,Banks: Commercial and Savings,151110.8,9.0,38498.4,7.4,3382421.7,366996,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-construction-bank/
31,2019,32.0,General Motors,Motor Vehicles & Parts,Motor Vehicles and Parts,147049.0,-6.5,8014.0,,227339.0,173000,Detroit,Michigan,no,yes,yes,no,https://fortune.com/global500/2019/general-motors/
32,2019,33.0,Mitsubishi,Wholesalers,Trading,145243.3,112.7,5328.0,5.4,149388.3,79994,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/mitsubishi/
33,2019,34.0,Honda Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,143302.9,3.4,5504.6,-42.4,184504.6,219722,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/honda-motor/
34,2019,35.0,Costco Wholesale,Retailing,General Merchandisers,141576.0,9.7,3134.0,17.0,40830.0,194000,Issaquah,Washington,no,yes,no,yes,https://fortune.com/global500/2019/costco/
35,2019,36.0,Agricultural Bank of China,Financials,Banks: Commercial and Savings,139523.6,14.0,30656.5,7.4,3293105.0,477526,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/agricultural-bank-of-china/
36,2019,37.0,Alphabet,Technology,Internet Services and Retailing,136819.0,23.4,30736.0,142.7,232792.0,98771,Mountain View,California,no,yes,no,yes,https://fortune.com/global500/2019/alphabet/
37,2019,38.0,Cardinal Health,Health Care,Wholesalers: Health Care,136809.0,5.3,256.0,-80.1,39951.0,50200,Dublin,Ohio,no,yes,no,yes,https://fortune.com/global500/2019/cardinal-health/
38,2019,39.0,SAIC Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,136392.5,5.9,5443.8,6.9,114011.7,147738,Shanghai,,no,yes,no,no,https://fortune.com/global500/2019/saic-motor/
39,2019,40.0,Walgreens Boots Alliance,Food & Drug Stores,Food and Drug Stores,131537.0,11.3,5024.0,23.2,68124.0,299000,Deerfield,Illinois,no,yes,no,yes,https://fortune.com/global500/2019/walgreens-boots-alliance/
40,2019,41.0,JPMorgan Chase &#038; Co.,Financials,Banks: Commercial and Savings,131412.0,15.4,32474.0,32.9,2622532.0,256105,New York,New York,no,yes,no,yes,https://fortune.com/global500/2019/j-p-morgan-chase/
41,2019,42.0,Gazprom,Energy,Energy,131302.0,17.3,23199.1,89.4,300354.8,466100,Moscow,,no,yes,no,no,https://fortune.com/global500/2019/gazprom/
42,2019,43.0,Verizon Communications,Telecommunications,Telecommunications,130863.0,3.8,15528.0,-48.4,264829.0,144500,New York,New York,no,yes,no,no,https://fortune.com/global500/2019/verizon/
43,2019,44.0,Bank of China,Financials,Banks: Commercial and Savings,127714.1,10.6,27225.2,6.7,3097612.0,310119,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/bank-of-china/
44,2019,45.0,Allianz,Financials,"Insurance: Life, Health (stock)",126799.6,2.6,8806.4,14.8,1025919.1,142460,Munich,,no,yes,no,yes,https://fortune.com/global500/2019/allianz/
45,2019,46.0,AXA,Financials,"Insurance: Life, Health (stock)",125578.2,-16.0,2525.6,-63.9,1063784.4,104065,Paris,,no,yes,no,yes,https://fortune.com/global500/2019/axa/
46,2019,47.0,Kroger,Food & Drug Stores,Food and Drug Stores,121162.0,-1.2,3110.0,63.1,38118.0,453000,Cincinnati,Ohio,no,yes,no,yes,https://fortune.com/global500/2019/kroger/
47,2019,48.0,General Electric,Industrials,Industrial Machinery,120268.0,-1.6,-22355.0,,309129.0,283000,Boston,Massachusetts,no,no,no,no,https://fortune.com/global500/2019/general-electric/
48,2019,49.0,Fannie Mae,Financials,Diversified Financials,120101.0,6.9,15959.0,547.9,3418318.0,7400,Washington,District Of Columbia,no,yes,no,yes,https://fortune.com/global500/2019/fannie-mae/
49,2019,50.0,Lukoil,Energy,Petroleum Refining,119145.0,26.9,9863.7,37.3,82734.8,102500,Moscow,,no,yes,no,no,https://fortune.com/global500/2019/lukoil/
50,2019,51.0,China Life Insurance,Financials,"Insurance: Life, Health (stock)",116171.5,-3.4,-2566.9,-1063.1,580331.6,175077,Beijing,,no,no,no,yes,https://fortune.com/global500/2019/china-life-insurance/
51,2019,52.0,Japan Post Holdings,Financials,"Insurance: Life, Health (stock)",115220.5,-1.2,4324.0,4.0,2585802.0,245922,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/japan-post-holdings/
52,2019,53.0,BMW Group,Motor Vehicles & Parts,Motor Vehicles and Parts,115042.8,3.4,8399.3,-13.6,238864.1,134682,Munich,,no,yes,no,yes,https://fortune.com/global500/2019/bmw-group/
53,2019,54.0,Phillips 66,Energy,Petroleum Refining,114217.0,24.7,5595.0,9.6,54302.0,14200,Houston,Texas,no,yes,no,no,https://fortune.com/global500/2019/phillips-66/
54,2019,55.0,China Railway Engineering Group,Engineering & Construction,"Engineering, Construction",112132.7,9.1,1240.9,6.1,137914.2,307992,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/china-railway-engineering/
55,2019,56.0,China Mobile Communications,Telecommunications,Telecommunications,112096.0,1.8,11745.3,7.4,255216.6,462046,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-mobile-communications/
56,2019,57.0,Valero Energy,Energy,Petroleum Refining,111407.0,26.0,3122.0,-23.2,50155.0,10261,San Antonio,Texas,no,yes,no,yes,https://fortune.com/global500/2019/valero-energy/
57,2019,58.0,Bank of America Corp.,Financials,Banks: Commercial and Savings,110584.0,10.3,28147.0,54.4,2354507.0,204489,Charlotte,North Carolina,no,yes,no,no,https://fortune.com/global500/2019/bank-of-america-corp/
58,2019,59.0,China Railway Construction,Engineering & Construction,"Engineering, Construction",110455.9,9.5,1186.9,-9.3,134180.2,356326,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-railway-construction/
59,2019,60.0,Microsoft,Technology,Computer Software,110360.0,22.7,16571.0,-21.8,258848.0,131000,Redmond,Washington,no,yes,no,yes,https://fortune.com/global500/2019/microsoft/
60,2019,61.0,Huawei Investment &#038; Holding,Technology,Network and Other Communications Equipment,109030.4,22.1,8953.9,27.5,96973.7,188000,Shenzhen,,no,yes,no,yes,https://fortune.com/global500/2019/huawei-investment-holding/
61,2019,62.0,Home Depot,Retailing,Specialty Retailers,108203.0,7.2,11121.0,28.9,44003.0,413000,Atlanta,Georgia,no,yes,no,no,https://fortune.com/global500/2019/home-depot/
62,2019,63.0,China National Offshore Oil,Energy,"Mining, Crude-Oil Production",108130.4,32.7,7331.1,142.9,177193.6,93601,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-national-offshore-oil/
63,2019,64.0,Nippon Telegraph &#038; Telephone,Telecommunications,Telecommunications,107146.9,0.6,7707.5,-6.1,201456.1,303351,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/nippon-telegraph-telephone/
64,2019,65.0,Itochu,Wholesalers,Trading,104627.3,110.4,4514.3,24.9,91250.6,139157,Osaka,,no,yes,no,yes,https://fortune.com/global500/2019/itochu/
65,2019,66.0,Nissan Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,104390.6,-3.2,2878.4,-57.3,171251.0,148513,Yokohama,,no,yes,no,no,https://fortune.com/global500/2019/nissan-motor/
66,2019,67.0,China Development Bank,Financials,Banks: Commercial and Savings,103072.9,28.3,16744.3,0.7,2356616.2,9507,Beijing,,yes,yes,no,yes,https://fortune.com/global500/2019/china-development-bank/
67,2019,68.0,Boeing,Aerospace & Defense,Aerospace and Defense,101127.0,8.3,10460.0,27.6,117359.0,153000,Chicago,Illinois,no,yes,no,yes,https://fortune.com/global500/2019/boeing/
68,2019,69.0,Wells Fargo,Financials,Banks: Commercial and Savings,101060.0,3.4,22393.0,0.9,1895883.0,258700,San Francisco,California,no,yes,no,no,https://fortune.com/global500/2019/wells-fargo/
69,2019,70.0,Siemens,Industrials,Industrial Machinery,98802.0,7.9,6908.9,3.6,161335.9,379000,Munich,,no,yes,no,yes,https://fortune.com/global500/2019/siemens/
70,2019,71.0,Citigroup,Financials,Banks: Commercial and Savings,97120.0,10.4,18045.0,,1917383.0,204000,New York,New York,no,yes,no,no,https://fortune.com/global500/2019/citigroup/
71,2019,72.0,Marathon Petroleum,Energy,Petroleum Refining,97102.0,43.6,2780.0,-19.0,92940.0,60350,Findlay,Ohio,no,yes,no,yes,https://fortune.com/global500/2019/marathon-petroleum/
72,2019,73.0,SK Holdings,Energy,Petroleum Refining,95904.5,14.8,2048.0,38.0,107069.1,104374,Seoul,,no,yes,no,yes,https://fortune.com/global500/2019/sk-holdings/
73,2019,74.0,Petrobras,Energy,Petroleum Refining,95584.0,7.6,7173.0,,222068.0,63361,Rio de Janeiro,,no,yes,no,yes,https://fortune.com/global500/2019/petrobras/
74,2019,75.0,Comcast,Telecommunications,Telecommunications,94507.0,11.8,11731.0,-48.4,251684.0,184000,Philadelphia,Pennsylvania,no,yes,no,yes,https://fortune.com/global500/2019/comcast/
75,2019,76.0,Nestlé,"Food, Beverages & Tobacco",Food Consumer Products,93512.5,2.5,10364.8,42.0,139045.1,308000,Vevey,,no,yes,no,no,https://fortune.com/global500/2019/nestle/
76,2019,77.0,Bosch Group,Motor Vehicles & Parts,Motor Vehicles and Parts,92601.9,5.2,3596.0,15.9,95616.5,409881,Stuttgart,,no,yes,no,yes,https://fortune.com/global500/2019/robert-bosch/
77,2019,78.0,Uniper,Energy,Energy,92260.8,13.3,-533.4,,57841.5,11828,Düsseldorf,,no,no,no,no,https://fortune.com/global500/2019/uniper/
78,2019,79.0,Anthem,Health Care,Health Care: Insurance and Managed Care,92105.0,2.3,3750.0,-2.4,71571.0,63900,Indianapolis,Indiana,no,yes,yes,yes,https://fortune.com/global500/2019/anthem/
79,2019,80.0,China Resources,Health Care,Pharmaceuticals,91986.0,11.9,3474.6,10.2,209651.5,421274,Hong Kong,,no,yes,no,no,https://fortune.com/global500/2019/china-resources-national/
80,2019,81.0,Carrefour,Food & Drug Stores,Food and Drug Stores,91955.2,0.7,-662.1,,54153.1,363862,Massy,,no,no,no,no,https://fortune.com/global500/2019/carrefour/
81,2019,82.0,Dongfeng Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,90934.2,-2.5,1599.7,14.3,66397.1,167528,Wuhan,,no,yes,no,no,https://fortune.com/global500/2019/dongfeng-motor/
82,2019,83.0,ENI,Energy,Petroleum Refining,90799.8,13.5,4869.4,28.0,135300.3,31701,Rome,,no,yes,no,no,https://fortune.com/global500/2019/eni/
83,2019,84.0,Dell Technologies,Technology,"Computers, Office Equipment",90621.0,15.2,-2310.0,,111820.0,157000,Round Rock,Texas,no,no,no,yes,https://fortune.com/global500/2019/dell-technologies/
84,2019,85.0,Banco Santander,Financials,Banks: Commercial and Savings,90531.9,3.6,9217.1,23.5,1667946.8,194015,Madrid,,no,yes,no,no,https://fortune.com/global500/2019/banco-santander/
85,2019,86.0,Rosneft Oil,Energy,Petroleum Refining,90055.0,25.0,8745.8,129.7,189980.1,308000,Moscow,,no,yes,no,no,https://fortune.com/global500/2019/rosneft-oil/
86,2019,87.0,China FAW Group,Motor Vehicles & Parts,Motor Vehicles and Parts,89804.7,29.2,2660.3,-6.8,66682.9,142451,Changchun,,no,yes,no,yes,https://fortune.com/global500/2019/china-faw-group/
87,2019,88.0,Sinochem Group,Wholesalers,Trading,89358.1,16.4,701.4,-6.9,71332.7,66713,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/sinochem-group/
88,2019,89.0,Enel,Energy,Utilities,89305.7,6.1,5651.8,32.7,189079.6,69272,Rome,,no,yes,no,yes,https://fortune.com/global500/2019/enel/
89,2019,90.0,Deutsche Telekom,Telecommunications,Telecommunications,89286.8,5.7,2556.2,-34.5,166163.6,215675,Bonn,,no,yes,no,no,https://fortune.com/global500/2019/deutsche-telekom/
90,2019,91.0,Crédit Agricole,Financials,Banks: Commercial and Savings,88325.0,4.9,5192.7,26.2,1856682.3,73346,Paris,,no,yes,no,no,https://fortune.com/global500/2019/credit-agricole/
91,2019,92.0,Assicurazioni Generali,Financials,"Insurance: Life, Health (stock)",88157.4,-12.3,2725.0,14.6,589590.3,70734,Trieste,,no,yes,no,no,https://fortune.com/global500/2019/assicurazioni-generali/
92,2019,93.0,China Communications Construction,Engineering & Construction,"Engineering, Construction",88140.9,11.0,1585.2,2.6,198943.7,178572,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/china-communications-construction/
93,2019,94.0,Hyundai Motor,Motor Vehicles & Parts,Motor Vehicles and Parts,87999.2,3.2,1370.8,-61.6,161921.4,122217,Seoul,,no,yes,no,no,https://fortune.com/global500/2019/hyundai-motor/
94,2019,95.0,Pemex,Energy,"Mining, Crude-Oil Production",87403.3,18.4,-9377.9,,105384.4,131108,Mexico City,,no,no,no,no,https://fortune.com/global500/2019/pemex/
95,2019,96.0,Peugeot,Motor Vehicles & Parts,Motor Vehicles and Parts,87364.3,18.9,3336.3,53.4,70811.1,216539,Rueil-Malmaison,,no,yes,no,yes,https://fortune.com/global500/2019/peugeot/
96,2019,97.0,Pacific Construction Group,Engineering & Construction,"Engineering, Construction",86622.6,12.2,3390.9,7.9,58175.0,387525,Urumqi,,no,yes,no,yes,https://fortune.com/global500/2019/pacific-construction-group/
97,2019,98.0,SoftBank Group,Telecommunications,Telecommunications,86604.7,4.8,12727.9,35.7,326163.2,76866,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/softbank-group/
98,2019,99.0,HSBC Holdings,Financials,Banks: Commercial and Savings,86131.0,8.2,13727.0,27.1,2558124.0,235217,London,,no,yes,no,yes,https://fortune.com/global500/2019/hsbc-holdings/
99,2019,100.0,DuPont,Chemicals,Chemicals,85977.0,37.2,3844.0,163.3,188030.0,98000,Wilmington,Delaware,no,yes,no,no,https://fortune.com/global500/2019/dow-chemical/
100,2019,101.0,China Post Group,Transportation,"Mail, Package, and Freight Delivery",85627.9,18.6,4133.6,-16.7,1429122.3,935191,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/china-post-group/
101,2019,102.0,Hitachi,Technology,"Electronics, Electrical Equip.",85507.8,1.1,2007.2,-38.7,86984.7,295941,Tokyo,,no,yes,no,no,https://fortune.com/global500/2019/hitachi/
102,2019,103.0,Tesco,Food & Drug Stores,Food and Drug Stores,84270.6,11.8,1743.1,10.2,65227.6,321490,Welwyn Garden City,,no,yes,no,no,https://fortune.com/global500/2019/tesco/
103,2019,104.0,BNP Paribas,Financials,Banks: Commercial and Savings,83973.7,-28.5,8881.9,1.6,2332675.5,197162,Paris,,no,yes,no,yes,https://fortune.com/global500/2019/bnp-paribas/
104,2019,105.0,JXTG Holdings,Energy,Petroleum Refining,82733.3,8.0,2907.1,-11.0,76604.4,40695,Tokyo,,no,yes,no,yes,https://fortune.com/global500/2019/jxtg-holdings/
105,2019,106.0,Reliance Industries,Energy,Petroleum Refining,82331.2,32.1,5660.8,1.2,144715.2,194056,Mumbai,,no,yes,no,yes,https://fortune.com/global500/2019/reliance-industries/
106,2019,107.0,China Energy Investment,Energy,"Mining, Crude-Oil Production",81977.7,8.5,3531.4,41.5,259644.4,338472,Beijing,,no,yes,no,yes,https://fortune.com/global500/2019/shenhua-group/
107,2019,108.0,State Farm Insurance Cos.,Financials,Insurance: Property and Casualty (Mutual),81732.2,4.3,8788.4,298.3,272518.4,56788,Bloomington,Illinois,no,yes,no,no,https://fortune.com/global500/2019/state-farm-insurance-cos/
108,2019,109.0,Johnson &#038; Johnson,Health Care,Pharmaceuticals,81581.0,6.7,15297.0,1076.7,152954.0,135100,New Brunswick,New Jersey,no,yes,no,yes,https://fortune.com/global500/2019/johnson-johnson/
109,2019,110.0,Electricité de France,Energy,Utilities,81403.3,3.7,1389.1,-61.2,323662.2,165790,Paris,,no,yes,no,yes,https://fortune.com/global500/2019/electricite-de-france/
110,2019,111.0,China Southern Power Grid,Energy,Utilities,80963.6,11.2,1782.4,-8.0,118705.6,289735,Guangzhou,,no,yes,no,no,https://fortune.com/global500/2019/china-southern-power-grid/
111,2019,112.0,China Minmetals,Materials,Metals,80076.4,9.7,-373.6,,130626.8,199442,Beijing,,no,no,no,no,https://fortune.com/global500/2019/china-minmetals/
112,2019,113.0,Equinor,Energy,Petroleum Refining,79593.0,30.1,7535.0,64.2,112508.0,20525,Stavanger,,no,yes,no,yes,https://fortune.com/global500/2019/statoil/
113,2019,114.0,International Business Machines,Technology,Information Technology Services,79591.0,0.6,8728.0,51.7,123382.0,381100,Armonk,New York,no,yes,yes,no,https://fortune.com/global500/2019/ibm/
114,2019,115.0,BASF,Chemicals,Chemicals,78798.7,8.4,5555.1,-18.9,98933.5,122404,Ludwigshafen,,no,yes,no,yes,https://fortune.com/global500/2019/basf/
115,2019,116.0,Sony,Technology,"Electronics, Electrical Equip.",78157.7,1.4,8264.0,86.6,189586.9,114400,Tokyo,,no,yes,no,no,https://fortune.com/global500/2019/sony/
116,2019,117.0,Indian Oil,Energy,Petroleum Refining,77587.0,17.7,2484.7,-27.8,48385.6,35442,New Delhi,,no,yes,no,yes,https://fortune.com/global500/2019/indian-oil/
117,2019,118.0,AEON,Food & Drug Stores,Food and Drug Stores,77122.5,2.4,214.0,-2.8,90293.6,288326,Chiba,,no,yes,no,yes,https://fortune.com/global500/2019/aeon/
118,2019,119.0,Amer International Group,Materials,Metals,76363.1,4.9,1483.0,-4.1,21240.6,16901,Shenzhen,,no,yes,no,no,https://fortune.com/global500/2019/amer-international-group/
119,2019,120.0,ArcelorMittal,Materials,Metals,76033.0,10.7,5149.0,12.7,91249.0,208583,Luxembourg,,no,yes,no,yes,https://fortune.com/global500/2019/arcelormittal/
120,2019,121.0,People&#8217;s Insurance Co. of China,Financials,Insurance: Property and Casualty (Stock),75377.3,5.3,1952.0,-18.1,150259.3,198457,Beijing,,no,yes,no,no,https://fortune.com/global500/2019/peoples-insurance-co-of-china/
121,2019,122.0,Target,Retailing,General Merchandisers,75356.0,4.8,2937.0,0.1,41290.0,360000,Minneapolis,Minnesota,no,yes,no,yes,https://fortune.com/global500/2019/target/
122,2019,123.0,Airbus,Aerospace & Defense,Aerospace and Defense,75185.0,-0.1,3604.2,11.3,131671.3,133671,Leiden,,no,yes,no,yes,https://fortune.com/global500/2019/airbus-group/
123,2019,124.0,Deutsche Post DHL Group,Transportation,"Mail, Package, and Freight Delivery",75000.9,6.3,2448.8,-19.9,57687.2,499018,Bonn,,no,yes,no,yes,https://fortune.com/global500/2019/deutsche-post-dhl-group/
124,2019,125.0,Nippon Life Insurance,Financials,"Insurance: Life, Health (Mutual)",74202.3,8.0,2514.5,14.2,712112.7,89198,Osaka,,no,yes,no,yes,https://fortune.com/global500/2019/nippon-life-insurance/
